Step,TLS ID,Road ID,Queue Length
4,344,-720,0
4,35,36,0
4,35,-205,0
4,35,-223,0
4,55,-341,0
4,55,56,0
4,55,-342,0
4,6,-25,0
4,6,7,0
4,6,-23,0
4,60,-347,0
4,60,-351,0
4,60,-361,0
4,60,61,0
4,66,67,0
4,66,-369,1
4,66,-435,0
4,66,343,0
4,80,-885,0
4,80,81,0
5,1,-7,0
5,1,-9,0
5,1,-3,0
5,1,-11,0
5,14,15,0
5,14,-57,0
5,14,-59,0
5,196,-557,0
5,196,-555,0
5,196,-559,0
5,196,197,0
5,344,560,0
5,344,345,0
5,344,-716,0
5,344,-720,0
5,35,36,0
5,35,-205,0
5,35,-223,0
5,55,-341,0
5,55,56,0
5,55,-342,0
5,6,-25,0
5,6,7,0
5,6,-23,0
5,60,-347,0
5,60,-351,0
5,60,-361,0
5,60,61,0
5,66,67,0
5,66,-369,0
5,66,-435,0
5,66,343,0
5,80,-885,0
5,80,81,0
6,1,-7,0
6,1,-9,0
6,1,-3,0
6,1,-11,0
6,14,15,0
6,14,-57,0
6,14,-59,0
6,196,-557,0
6,196,-555,0
6,196,-559,0
6,196,197,0
6,344,560,0
6,344,345,0
6,344,-716,0
6,344,-720,0
6,35,36,1
6,35,-205,0
6,35,-223,0
6,55,-341,0
6,55,56,0
6,55,-342,0
6,6,-25,0
6,6,7,0
6,6,-23,0
6,60,-347,0
6,60,-351,0
6,60,-361,0
6,60,61,0
6,66,67,0
6,66,-369,0
6,66,-435,0
6,66,343,0
6,80,-885,0
6,80,81,0
7,1,-7,0
7,1,-9,0
7,1,-3,0
7,1,-11,0
7,14,15,0
7,14,-57,1
7,14,-59,0
7,196,-557,0
7,196,-555,0
7,196,-559,0
7,196,197,0
7,344,560,0
7,344,345,0
7,344,-716,0
7,344,-720,0
7,35,36,0
7,35,-205,0
7,35,-223,0
7,55,-341,0
7,55,56,0
7,55,-342,0
7,6,-25,0
7,6,7,0
7,6,-23,0
7,60,-347,0
7,60,-351,0
7,60,-361,0
7,60,61,0
7,66,67,0
7,66,-369,1
7,66,-435,0
7,66,343,0
7,80,-885,0
7,80,81,0
8,1,-7,0
8,1,-9,0
8,1,-3,0
8,1,-11,0
8,14,15,0
8,14,-57,0
8,14,-59,0
8,196,-557,0
8,196,-555,0
8,196,-559,0
8,196,197,0
8,344,560,0
8,344,345,0
8,344,-716,0
8,344,-720,0
8,35,36,0
8,35,-205,0
8,35,-223,0
8,55,-341,0
8,55,56,0
8,55,-342,0
8,6,-25,0
8,6,7,0
8,6,-23,0
8,60,-347,0
8,60,-351,0
8,60,-361,0
8,60,61,0
8,66,67,0
8,66,-369,0
8,66,-435,0
8,66,343,0
8,80,-885,0
8,80,81,0
9,1,-7,0
9,1,-9,0
9,1,-3,0
9,1,-11,0
9,14,15,0
9,14,-57,0
9,14,-59,0
9,196,-557,0
9,196,-555,0
9,196,-559,0
9,196,197,0
9,344,560,0
9,344,345,0
9,344,-716,0
9,344,-720,0
9,35,36,1
9,35,-205,0
9,35,-223,0
9,55,-341,0
9,55,56,0
9,55,-342,0
9,6,-25,0
9,6,7,0
9,6,-23,0
9,60,-347,0
9,60,-351,0
9,60,-361,0
9,60,61,0
9,66,67,0
9,66,-369,0
9,66,-435,0
9,66,343,0
9,80,-885,0
9,80,81,0
10,1,-7,0
10,1,-9,0
10,1,-3,0
10,1,-11,0
10,14,15,0
10,14,-57,0
10,14,-59,0
10,196,-557,0
10,196,-555,0
10,196,-559,0
10,196,197,0
10,344,560,0
10,344,345,0
10,344,-716,0
10,344,-720,0
10,35,36,0
10,35,-205,0
10,35,-223,0
10,55,-341,0
10,55,56,0
10,55,-342,0
10,6,-25,0
10,6,7,0
10,6,-23,0
10,60,-347,0
10,60,-351,0
10,60,-361,0
10,60,61,0
10,66,67,0
10,66,-369,0
10,66,-435,0
10,66,343,0
10,80,-885,0
10,80,81,0
11,1,-7,0
11,1,-9,0
11,1,-3,0
11,1,-11,0
11,14,15,0
11,14,-57,0
11,14,-59,0
11,196,-557,0
11,196,-555,0
11,196,-559,0
11,196,197,0
11,344,560,0
11,344,345,0
11,344,-716,0
11,344,-720,0
11,35,36,0
11,35,-205,0
11,35,-223,0
11,55,-341,0
11,55,56,0
11,55,-342,0
11,6,-25,0
11,6,7,0
11,6,-23,0
11,60,-347,0
11,60,-351,0
11,60,-361,0
11,60,61,0
11,66,67,0
11,66,-369,0
11,66,-435,0
11,66,343,0
11,80,-885,0
11,80,81,0
12,1,-7,0
12,1,-9,0
12,1,-3,0
12,1,-11,0
12,14,15,0
12,14,-57,0
12,14,-59,0
12,196,-557,0
12,196,-555,0
12,196,-559,0
12,196,197,0
12,344,560,0
12,344,345,0
12,344,-716,0
12,344,-720,0
12,35,36,1
12,35,-205,0
12,35,-223,0
12,55,-341,0
12,55,56,0
12,55,-342,0
12,6,-25,1
12,6,7,0
12,6,-23,0
12,60,-347,0
12,60,-351,0
12,60,-361,0
12,60,61,0
12,66,67,0
12,66,-369,0
12,66,-435,0
12,66,343,0
12,80,-885,0
12,80,81,0
13,1,-7,0
13,1,-9,0
13,1,-3,1
13,1,-11,0
13,14,15,0
13,14,-57,0
13,14,-59,0
13,196,-557,0
13,196,-555,0
13,196,-559,0
13,196,197,1
13,344,560,0
13,344,345,0
13,344,-716,0
13,344,-720,0
13,35,36,0
13,35,-205,0
13,35,-223,0
13,55,-341,0
13,55,56,0
13,55,-342,0
13,6,-25,0
13,6,7,0
13,6,-23,0
13,60,-347,0
13,60,-351,0
13,60,-361,0
13,60,61,0
13,66,67,0
13,66,-369,0
13,66,-435,0
13,66,343,0
13,80,-885,0
13,80,81,0
14,1,-7,0
14,1,-9,0
14,1,-3,0
14,1,-11,0
14,14,15,0
14,14,-57,0
14,14,-59,1
14,196,-557,0
14,196,-555,0
14,196,-559,0
14,196,197,0
14,344,560,0
14,344,345,0
14,344,-716,0
14,344,-720,0
14,35,36,0
14,35,-205,0
14,35,-223,0
14,55,-341,0
14,55,56,0
14,55,-342,0
14,6,-25,0
14,6,7,0
14,6,-23,0
14,60,-347,0
14,60,-351,0
14,60,-361,0
14,60,61,0
14,66,67,0
14,66,-369,0
14,66,-435,0
14,66,343,0
14,80,-885,0
14,80,81,0
15,1,-7,0
15,1,-9,0
15,1,-3,0
15,1,-11,0
15,14,15,0
15,14,-57,0
15,14,-59,0
15,196,-557,0
15,196,-555,0
15,196,-559,0
15,196,197,0
15,344,560,0
15,344,345,0
15,344,-716,0
15,344,-720,0
15,35,36,0
15,35,-205,0
15,35,-223,0
15,55,-341,0
15,55,56,0
15,55,-342,0
15,6,-25,0
15,6,7,0
15,6,-23,0
15,60,-347,1
15,60,-351,0
15,60,-361,0
15,60,61,0
15,66,67,0
15,66,-369,0
15,66,-435,0
15,66,343,0
15,80,-885,0
15,80,81,0
16,1,-7,0
16,1,-9,0
16,1,-3,0
16,1,-11,0
16,14,15,0
16,14,-57,0
16,14,-59,0
16,196,-557,0
16,196,-555,0
16,196,-559,0
16,196,197,0
16,344,560,0
16,344,345,0
16,344,-716,0
16,344,-720,0
16,35,36,0
16,35,-205,0
16,35,-223,0
16,55,-341,0
16,55,56,0
16,55,-342,0
16,6,-25,0
16,6,7,0
16,6,-23,0
16,60,-347,0
16,60,-351,0
16,60,-361,0
16,60,61,0
16,66,67,0
16,66,-369,0
16,66,-435,0
16,66,343,0
16,80,-885,0
16,80,81,0
17,1,-7,0
17,1,-9,0
17,1,-3,0
17,1,-11,0
17,14,15,0
17,14,-57,0
17,14,-59,0
17,196,-557,0
17,196,-555,0
17,196,-559,0
17,196,197,0
17,344,560,0
17,344,345,0
17,344,-716,0
17,344,-720,0
17,35,36,0
17,35,-205,0
17,35,-223,0
17,55,-341,0
17,55,56,0
17,55,-342,0
17,6,-25,0
17,6,7,0
17,6,-23,0
17,60,-347,0
17,60,-351,0
17,60,-361,0
17,60,61,0
17,66,67,0
17,66,-369,0
17,66,-435,0
17,66,343,0
17,80,-885,0
17,80,81,0
18,1,-7,0
18,1,-9,0
18,1,-3,0
18,1,-11,0
18,14,15,0
18,14,-57,0
18,14,-59,0
18,196,-557,0
18,196,-555,0
18,196,-559,0
18,196,197,0
18,344,560,0
18,344,345,0
18,344,-716,0
18,344,-720,0
18,35,36,0
18,35,-205,0
18,35,-223,0
18,55,-341,0
18,55,56,0
18,55,-342,0
18,6,-25,0
18,6,7,0
18,6,-23,0
18,60,-347,0
18,60,-351,0
18,60,-361,0
18,60,61,0
18,66,67,0
18,66,-369,0
18,66,-435,0
18,66,343,0
18,80,-885,0
18,80,81,0
19,1,-7,0
19,1,-9,0
19,1,-3,0
19,1,-11,0
19,14,15,0
19,14,-57,0
19,14,-59,0
19,196,-557,0
19,196,-555,0
19,196,-559,0
19,196,197,0
19,344,560,0
19,344,345,0
19,344,-716,0
19,344,-720,0
19,35,36,0
19,35,-205,0
19,35,-223,0
19,55,-341,0
19,55,56,1
19,55,-342,0
19,6,-25,0
19,6,7,0
19,6,-23,0
19,60,-347,0
19,60,-351,0
19,60,-361,1
19,60,61,0
19,66,67,0
19,66,-369,0
19,66,-435,0
19,66,343,0
19,80,-885,0
19,80,81,0
20,1,-7,0
20,1,-9,0
20,1,-3,0
20,1,-11,0
20,14,15,0
20,14,-57,0
20,14,-59,1
20,196,-557,0
20,196,-555,0
20,196,-559,0
20,196,197,0
20,344,560,0
20,344,345,0
20,344,-716,0
20,344,-720,0
20,35,36,0
20,35,-205,0
20,35,-223,0
20,55,-341,0
20,55,56,0
20,55,-342,0
20,6,-25,0
20,6,7,0
20,6,-23,0
20,60,-347,0
20,60,-351,0
20,60,-361,0
20,60,61,0
20,66,67,0
20,66,-369,0
20,66,-435,0
20,66,343,0
20,80,-885,0
20,80,81,0
21,1,-7,0
21,1,-9,0
21,1,-3,0
21,1,-11,0
21,14,15,0
21,14,-57,0
21,14,-59,0
21,196,-557,0
21,196,-555,0
21,196,-559,0
21,196,197,0
21,344,560,0
21,344,345,0
21,344,-716,0
21,344,-720,0
21,35,36,0
21,35,-205,0
21,35,-223,0
21,55,-341,0
21,55,56,0
21,55,-342,0
21,6,-25,0
21,6,7,0
21,6,-23,0
21,60,-347,0
21,60,-351,0
21,60,-361,0
21,60,61,0
21,66,67,0
21,66,-369,0
21,66,-435,0
21,66,343,0
21,80,-885,0
21,80,81,0
22,1,-7,0
22,1,-9,0
22,1,-3,0
22,1,-11,0
22,14,15,0
22,14,-57,0
22,14,-59,0
22,196,-557,0
22,196,-555,0
22,196,-559,0
22,196,197,0
22,344,560,0
22,344,345,0
22,344,-716,0
22,344,-720,0
22,35,36,0
22,35,-205,0
22,35,-223,0
22,55,-341,0
22,55,56,0
22,55,-342,0
22,6,-25,0
22,6,7,0
22,6,-23,0
22,60,-347,0
22,60,-351,0
22,60,-361,0
22,60,61,0
22,66,67,0
22,66,-369,0
22,66,-435,0
22,66,343,0
22,80,-885,1
22,80,81,0
23,1,-7,0
23,1,-9,0
23,1,-3,0
23,1,-11,0
23,14,15,0
23,14,-57,0
23,14,-59,0
23,196,-557,0
23,196,-555,0
23,196,-559,0
23,196,197,0
23,344,560,0
23,344,345,0
23,344,-716,0
23,344,-720,0
23,35,36,0
23,35,-205,0
23,35,-223,0
23,55,-341,0
23,55,56,0
23,55,-342,0
23,6,-25,0
23,6,7,0
23,6,-23,0
23,60,-347,0
23,60,-351,0
23,60,-361,0
23,60,61,0
23,66,67,0
23,66,-369,0
23,66,-435,0
23,66,343,0
23,80,-885,0
23,80,81,0
24,1,-7,0
24,1,-9,0
24,1,-3,0
24,1,-11,0
24,14,15,0
24,14,-57,0
24,14,-59,0
24,196,-557,0
24,196,-555,0
24,196,-559,0
24,196,197,0
24,344,560,0
24,344,345,0
24,344,-716,0
24,344,-720,0
24,35,36,0
24,35,-205,0
24,35,-223,0
24,55,-341,0
24,55,56,0
24,55,-342,0
24,6,-25,0
24,6,7,0
24,6,-23,0
24,60,-347,0
24,60,-351,0
24,60,-361,0
24,60,61,0
24,66,67,0
24,66,-369,0
24,66,-435,0
24,66,343,0
24,80,-885,0
24,80,81,0
25,1,-7,0
25,1,-9,0
25,1,-3,0
25,1,-11,0
25,14,15,0
25,14,-57,0
25,14,-59,0
25,196,-557,0
25,196,-555,0
25,196,-559,0
25,196,197,0
25,344,560,0
25,344,345,0
25,344,-716,0
25,344,-720,0
25,35,36,0
25,35,-205,0
25,35,-223,0
25,55,-341,0
25,55,56,0
25,55,-342,0
25,6,-25,0
25,6,7,0
25,6,-23,1
25,60,-347,0
25,60,-351,0
25,60,-361,0
25,60,61,0
25,66,67,0
25,66,-369,0
25,66,-435,0
25,66,343,0
25,80,-885,0
25,80,81,0
26,1,-7,0
26,1,-9,0
26,1,-3,0
26,1,-11,1
26,14,15,0
26,14,-57,0
26,14,-59,0
26,196,-557,0
26,196,-555,0
26,196,-559,0
26,196,197,0
26,344,560,0
26,344,345,0
26,344,-716,0
26,344,-720,0
26,35,36,0
26,35,-205,0
26,35,-223,0
26,55,-341,0
26,55,56,0
26,55,-342,0
26,6,-25,0
26,6,7,0
26,6,-23,0
26,60,-347,0
26,60,-351,0
26,60,-361,0
26,60,61,0
26,66,67,0
26,66,-369,1
26,66,-435,0
26,66,343,0
26,80,-885,0
26,80,81,1
27,1,-7,0
27,1,-9,0
27,1,-3,0
27,1,-11,0
27,14,15,0
27,14,-57,0
27,14,-59,0
27,196,-557,0
27,196,-555,0
27,196,-559,0
27,196,197,0
27,344,560,0
27,344,345,0
27,344,-716,0
27,344,-720,0
27,35,36,0
27,35,-205,0
27,35,-223,0
27,55,-341,0
27,55,56,0
27,55,-342,0
27,6,-25,0
27,6,7,0
27,6,-23,0
27,60,-347,0
27,60,-351,0
27,60,-361,0
27,60,61,0
27,66,67,0
27,66,-369,1
27,66,-435,0
27,66,343,0
27,80,-885,0
27,80,81,0
28,1,-7,0
28,1,-9,0
28,1,-3,0
28,1,-11,0
28,14,15,0
28,14,-57,1
28,14,-59,0
28,196,-557,0
28,196,-555,0
28,196,-559,0
28,196,197,0
28,344,560,0
28,344,345,0
28,344,-716,1
28,344,-720,0
28,35,36,0
28,35,-205,0
28,35,-223,0
28,55,-341,0
28,55,56,0
28,55,-342,0
28,6,-25,0
28,6,7,0
28,6,-23,0
28,60,-347,0
28,60,-351,0
28,60,-361,0
28,60,61,0
28,66,67,0
28,66,-369,1
28,66,-435,0
28,66,343,0
28,80,-885,0
28,80,81,0
29,1,-7,0
29,1,-9,0
29,1,-3,0
29,1,-11,0
29,14,15,0
29,14,-57,1
29,14,-59,0
29,196,-557,0
29,196,-555,0
29,196,-559,0
29,196,197,0
29,344,560,0
29,344,345,0
29,344,-716,0
29,344,-720,0
29,35,36,0
29,35,-205,0
29,35,-223,0
29,55,-341,0
29,55,56,1
29,55,-342,0
29,6,-25,0
29,6,7,0
29,6,-23,0
29,60,-347,0
29,60,-351,0
29,60,-361,0
29,60,61,0
29,66,67,0
29,66,-369,2
29,66,-435,0
29,66,343,0
29,80,-885,0
29,80,81,0
30,1,-7,0
30,1,-9,0
30,1,-3,0
30,1,-11,0
30,14,15,0
30,14,-57,1
30,14,-59,1
30,196,-557,0
30,196,-555,0
30,196,-559,1
30,196,197,0
30,344,560,0
30,344,345,0
30,344,-716,0
30,344,-720,0
30,35,36,0
30,35,-205,0
30,35,-223,0
30,55,-341,0
30,55,56,0
30,55,-342,0
30,6,-25,0
30,6,7,0
30,6,-23,0
30,60,-347,0
30,60,-351,0
30,60,-361,0
30,60,61,0
30,66,67,0
30,66,-369,2
30,66,-435,0
30,66,343,0
30,80,-885,0
30,80,81,0
31,1,-7,0
31,1,-9,0
31,1,-3,0
31,1,-11,0
31,14,15,0
31,14,-57,1
31,14,-59,0
31,196,-557,0
31,196,-555,0
31,196,-559,0
31,196,197,0
31,344,560,0
31,344,345,0
31,344,-716,0
31,344,-720,0
31,35,36,0
31,35,-205,0
31,35,-223,0
31,55,-341,0
31,55,56,0
31,55,-342,0
31,6,-25,0
31,6,7,0
31,6,-23,0
31,60,-347,0
31,60,-351,0
31,60,-361,0
31,60,61,0
31,66,67,0
31,66,-369,2
31,66,-435,0
31,66,343,1
31,80,-885,0
31,80,81,0
32,1,-7,0
32,1,-9,0
32,1,-3,0
32,1,-11,0
32,14,15,0
32,14,-57,1
32,14,-59,0
32,196,-557,0
32,196,-555,0
32,196,-559,0
32,196,197,0
32,344,560,0
32,344,345,0
32,344,-716,0
32,344,-720,0
32,35,36,0
32,35,-205,0
32,35,-223,0
32,55,-341,0
32,55,56,0
32,55,-342,0
32,6,-25,0
32,6,7,0
32,6,-23,0
32,60,-347,0
32,60,-351,0
32,60,-361,0
32,60,61,0
32,66,67,0
32,66,-369,2
32,66,-435,0
32,66,343,0
32,80,-885,0
32,80,81,0
33,1,-7,0
33,1,-9,0
33,1,-3,0
33,1,-11,1
33,14,15,0
33,14,-57,1
33,14,-59,0
33,196,-557,0
33,196,-555,0
33,196,-559,0
33,196,197,0
33,344,560,0
33,344,345,0
33,344,-716,0
33,344,-720,0
33,35,36,0
33,35,-205,0
33,35,-223,0
33,55,-341,0
33,55,56,1
33,55,-342,0
33,6,-25,0
33,6,7,0
33,6,-23,0
33,60,-347,0
33,60,-351,0
33,60,-361,0
33,60,61,0
33,66,67,0
33,66,-369,2
33,66,-435,0
33,66,343,0
33,80,-885,0
33,80,81,0
34,1,-7,0
34,1,-9,0
34,1,-3,0
34,1,-11,0
34,14,15,0
34,14,-57,1
34,14,-59,0
34,196,-557,0
34,196,-555,0
34,196,-559,0
34,196,197,0
34,344,560,0
34,344,345,0
34,344,-716,0
34,344,-720,0
34,35,36,0
34,35,-205,0
34,35,-223,0
34,55,-341,0
34,55,56,0
34,55,-342,0
34,6,-25,0
34,6,7,0
34,6,-23,0
34,60,-347,0
34,60,-351,0
34,60,-361,0
34,60,61,0
34,66,67,0
34,66,-369,2
34,66,-435,0
34,66,343,0
34,80,-885,0
34,80,81,0
35,1,-7,0
35,1,-9,0
35,1,-3,0
35,1,-11,0
35,14,15,0
35,14,-57,1
35,14,-59,0
35,196,-557,0
35,196,-555,0
35,196,-559,0
35,196,197,0
35,344,560,0
35,344,345,0
35,344,-716,0
35,344,-720,0
35,35,36,0
35,35,-205,0
35,35,-223,0
35,55,-341,0
35,55,56,0
35,55,-342,0
35,6,-25,1
35,6,7,0
35,6,-23,1
35,60,-347,0
35,60,-351,0
35,60,-361,0
35,60,61,0
35,66,67,0
35,66,-369,2
35,66,-435,0
35,66,343,0
35,80,-885,0
35,80,81,0
36,1,-7,0
36,1,-9,0
36,1,-3,0
36,1,-11,0
36,14,15,0
36,14,-57,1
36,14,-59,0
36,196,-557,0
36,196,-555,0
36,196,-559,0
36,196,197,0
36,344,560,0
36,344,345,1
36,344,-716,0
36,344,-720,0
36,35,36,0
36,35,-205,0
36,35,-223,0
36,55,-341,0
36,55,56,1
36,55,-342,0
36,6,-25,1
36,6,7,0
36,6,-23,0
36,60,-347,0
36,60,-351,0
36,60,-361,0
36,60,61,0
36,66,67,0
36,66,-369,2
36,66,-435,0
36,66,343,0
36,80,-885,0
36,80,81,0
37,1,-7,1
37,1,-9,0
37,1,-3,0
37,1,-11,0
37,14,15,0
37,14,-57,1
37,14,-59,0
37,196,-557,0
37,196,-555,0
37,196,-559,0
37,196,197,0
37,344,560,0
37,344,345,0
37,344,-716,0
37,344,-720,0
37,35,36,0
37,35,-205,0
37,35,-223,0
37,55,-341,0
37,55,56,0
37,55,-342,0
37,6,-25,1
37,6,7,0
37,6,-23,0
37,60,-347,0
37,60,-351,0
37,60,-361,0
37,60,61,0
37,66,67,0
37,66,-369,2
37,66,-435,0
37,66,343,0
37,80,-885,0
37,80,81,0
38,1,-7,0
38,1,-9,0
38,1,-3,0
38,1,-11,0
38,14,15,0
38,14,-57,1
38,14,-59,0
38,196,-557,0
38,196,-555,0
38,196,-559,0
38,196,197,0
38,344,560,0
38,344,345,0
38,344,-716,0
38,344,-720,0
38,35,36,0
38,35,-205,0
38,35,-223,0
38,55,-341,0
38,55,56,0
38,55,-342,0
38,6,-25,1
38,6,7,0
38,6,-23,0
38,60,-347,0
38,60,-351,0
38,60,-361,1
38,60,61,0
38,66,67,0
38,66,-369,2
38,66,-435,0
38,66,343,0
38,80,-885,0
38,80,81,0
39,1,-7,0
39,1,-9,0
39,1,-3,0
39,1,-11,0
39,14,15,0
39,14,-57,1
39,14,-59,0
39,196,-557,0
39,196,-555,0
39,196,-559,0
39,196,197,0
39,344,560,0
39,344,345,0
39,344,-716,0
39,344,-720,0
39,35,36,0
39,35,-205,0
39,35,-223,0
39,55,-341,0
39,55,56,0
39,55,-342,0
39,6,-25,1
39,6,7,0
39,6,-23,0
39,60,-347,0
39,60,-351,0
39,60,-361,0
39,60,61,0
39,66,67,0
39,66,-369,2
39,66,-435,0
39,66,343,0
39,80,-885,0
39,80,81,0
40,1,-7,0
40,1,-9,0
40,1,-3,0
40,1,-11,0
40,14,15,0
40,14,-57,2
40,14,-59,0
40,196,-557,0
40,196,-555,0
40,196,-559,0
40,196,197,0
40,344,560,0
40,344,345,0
40,344,-716,0
40,344,-720,0
40,35,36,0
40,35,-205,0
40,35,-223,0
40,55,-341,1
40,55,56,0
40,55,-342,0
40,6,-25,1
40,6,7,0
40,6,-23,0
40,60,-347,0
40,60,-351,0
40,60,-361,0
40,60,61,0
40,66,67,0
40,66,-369,2
40,66,-435,0
40,66,343,0
40,80,-885,0
40,80,81,0
41,1,-7,0
41,1,-9,0
41,1,-3,0
41,1,-11,0
41,14,15,0
41,14,-57,1
41,14,-59,0
41,196,-557,0
41,196,-555,0
41,196,-559,0
41,196,197,0
41,344,560,0
41,344,345,0
41,344,-716,0
41,344,-720,0
41,35,36,0
41,35,-205,0
41,35,-223,0
41,55,-341,0
41,55,56,0
41,55,-342,0
41,6,-25,2
41,6,7,0
41,6,-23,0
41,60,-347,0
41,60,-351,0
41,60,-361,0
41,60,61,0
41,66,67,0
41,66,-369,2
41,66,-435,0
41,66,343,0
41,80,-885,0
41,80,81,0
42,1,-7,0
42,1,-9,0
42,1,-3,0
42,1,-11,0
42,14,15,0
42,14,-57,1
42,14,-59,0
42,196,-557,0
42,196,-555,0
42,196,-559,0
42,196,197,0
42,344,560,0
42,344,345,0
42,344,-716,0
42,344,-720,0
42,35,36,0
42,35,-205,0
42,35,-223,0
42,55,-341,0
42,55,56,0
42,55,-342,0
42,6,-25,1
42,6,7,0
42,6,-23,0
42,60,-347,0
42,60,-351,0
42,60,-361,0
42,60,61,0
42,66,67,0
42,66,-369,2
42,66,-435,0
42,66,343,0
42,80,-885,0
42,80,81,0
43,1,-7,0
43,1,-9,0
43,1,-3,0
43,1,-11,0
43,14,15,0
43,14,-57,1
43,14,-59,0
43,196,-557,0
43,196,-555,0
43,196,-559,0
43,196,197,0
43,344,560,0
43,344,345,0
43,344,-716,0
43,344,-720,0
43,35,36,0
43,35,-205,0
43,35,-223,0
43,55,-341,0
43,55,56,0
43,55,-342,0
43,6,-25,1
43,6,7,0
43,6,-23,0
43,60,-347,0
43,60,-351,0
43,60,-361,0
43,60,61,0
43,66,67,0
43,66,-369,3
43,66,-435,1
43,66,343,0
43,80,-885,0
43,80,81,0
44,1,-7,0
44,1,-9,0
44,1,-3,0
44,1,-11,0
44,14,15,0
44,14,-57,1
44,14,-59,0
44,196,-557,0
44,196,-555,0
44,196,-559,0
44,196,197,0
44,344,560,0
44,344,345,0
44,344,-716,0
44,344,-720,0
44,35,36,0
44,35,-205,0
44,35,-223,0
44,55,-341,0
44,55,56,0
44,55,-342,0
44,6,-25,1
44,6,7,0
44,6,-23,0
44,60,-347,0
44,60,-351,0
44,60,-361,0
44,60,61,0
44,66,67,1
44,66,-369,2
44,66,-435,0
44,66,343,0
44,80,-885,0
44,80,81,0
45,1,-7,0
45,1,-9,0
45,1,-3,1
45,1,-11,0
45,14,15,0
45,14,-57,1
45,14,-59,0
45,196,-557,0
45,196,-555,0
45,196,-559,0
45,196,197,0
45,344,560,0
45,344,345,0
45,344,-716,0
45,344,-720,0
45,35,36,1
45,35,-205,0
45,35,-223,0
45,55,-341,0
45,55,56,0
45,55,-342,0
45,6,-25,1
45,6,7,0
45,6,-23,0
45,60,-347,0
45,60,-351,0
45,60,-361,0
45,60,61,0
45,66,67,0
45,66,-369,2
45,66,-435,0
45,66,343,0
45,80,-885,0
45,80,81,0
46,1,-7,0
46,1,-9,0
46,1,-3,0
46,1,-11,0
46,14,15,0
46,14,-57,1
46,14,-59,0
46,196,-557,0
46,196,-555,0
46,196,-559,0
46,196,197,0
46,344,560,0
46,344,345,0
46,344,-716,0
46,344,-720,0
46,35,36,0
46,35,-205,0
46,35,-223,0
46,55,-341,0
46,55,56,0
46,55,-342,0
46,6,-25,1
46,6,7,0
46,6,-23,0
46,60,-347,0
46,60,-351,0
46,60,-361,0
46,60,61,0
46,66,67,0
46,66,-369,2
46,66,-435,0
46,66,343,0
46,80,-885,0
46,80,81,0
47,1,-7,0
47,1,-9,0
47,1,-3,0
47,1,-11,0
47,14,15,0
47,14,-57,1
47,14,-59,0
47,196,-557,0
47,196,-555,0
47,196,-559,0
47,196,197,0
47,344,560,0
47,344,345,0
47,344,-716,0
47,344,-720,0
47,35,36,0
47,35,-205,0
47,35,-223,0
47,55,-341,0
47,55,56,0
47,55,-342,0
47,6,-25,1
47,6,7,0
47,6,-23,0
47,60,-347,0
47,60,-351,0
47,60,-361,0
47,60,61,0
47,66,67,0
47,66,-369,2
47,66,-435,0
47,66,343,0
47,80,-885,0
47,80,81,0
48,1,-7,0
48,1,-9,1
48,1,-3,0
48,1,-11,0
48,14,15,0
48,14,-57,1
48,14,-59,0
48,196,-557,0
48,196,-555,0
48,196,-559,0
